t, Iteration, LoadMultiplier, Mode, LoadModel, Storage2Model,  Qnominalperphase, Pnominalperphase, CurrentType, |Iinj1|, |Iinj2|, |Iinj3|, |Iterm1|, |Iterm2|, |Iterm3|, |Vterm1|, |Vterm2|, |Vterm3|, kWh, State, kWOut, kWIn, kvarOut, DCkW, kWTotalLosses, kWInvLosses, kWIdlingLosses, kWChDchLosses, kWh Chng, InvEff, InverterON, Vref, Vavg (DRC), VV Oper, VW Oper, DRC Oper, VV_DRC Oper, kWDesired, kW VW Limit, Limit kWOut Function, kVA Exceeded,Vthev, Theta
19, 1, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 315.97838749339, 1, 50, 0, -9.09439190621697E-016, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
19, 2, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 315.97838749339, 1, 50, 0, -9.09439190621697E-016, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
20, 1, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 259.867276382279, 1, 50, 0, -9.09439190621697E-016, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
20, 2, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 259.867276382279, 1, 50, 0, -9.09439190621697E-016, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
21, 1, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 203.756165271168, 1, 50, 0, -9.09439190621697E-016, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
21, 2, 1, Daily, PowerFlow, 1,     0.00,     0.05, Injection,      0.0,      0.0,      0.0,     60.1,     60.1,     60.1,    277.1,    277.1,    277.1, 203.756165271168, 1, 50, 0, -9.09439190621697E-016, 50, 6.11111111111111, 0, 0.5, 5.61111111111111, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 50, 9999, 50, 1, 
22, 1, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,     60.7,     60.7,     60.7,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 147.645054160057, 0, 0, 0.5, 0, -0.5, 0.5, 0, 0.5, 0, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
22, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 147.645054160057, 0, 0, 0.5, 1.421172207694E-017, -0.5, 0.5, 0, 0.5, 0, -56.1111111111111, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
23, 1, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 147.645054160057, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
23, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 147.645054160057, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
24, 1, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 147.645054160057, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
24, 2, 1, Daily, PowerFlow, 1,     0.00,    -0.00, Injection,      0.6,      0.6,      0.6,      0.6,      0.6,      0.6,    277.1,    277.1,    277.1, 147.645054160057, 0, 0, 0.5, -1.4210854715202E-017, -0.5, 0.5, 0, 0.5, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0, 
